0.5859375,0.26775
0.605875,0.276833333
0.62575,0.285916667
0.6455,0.294916667
0.665,0.303833333
0.6843125,0.312666667
0.70325,0.321333333
0.721875,0.329833333
0.74,0.338083333
0.7576875,0.346166667
0.77475,0.354
0.79125,0.3615
0.807125,0.36875
0.82225,0.375666667
0.836625,0.38225
0.8501875,0.388416667
0.862875,0.39425
0.87475,0.399666667
0.885625,0.404666667
0.8955625,0.409166667
0.9045,0.41325
0.9124375,0.416916667
0.9193125,0.42
0.925125,0.422666667
0.9298125,0.424833333
0.9334375,0.4265
0.935875,0.427583333
0.93725,0.42825
0.9375,0.428333333
0.936625,0.427916667
0.9345625,0.427
0.9314375,0.425583333
0.9271875,0.423666667
0.921875,0.421166667
0.9154375,0.41825
0.9079375,0.414833333
0.8994375,0.410916667
0.889875,0.406583333
0.879375,0.40175
0.8679375,0.396583333
0.8555625,0.390916667
0.842375,0.384833333
0.8283125,0.3785
0.8135,0.371666667
0.7979375,0.364583333
0.78175,0.357166667
0.764875,0.3495
0.7474375,0.3415
0.7295,0.33325
0.7110625,0.324916667
0.69225,0.31625
0.6730625,0.3075
0.653625,0.298666667
0.634,0.289666667
0.6141875,0.280583333
0.59425,0.2715
0.5743125,0.262416667
0.5544375,0.253333333
0.5346875,0.24425
0.5150625,0.235333333
0.495625,0.226416667
0.4765,0.21775
0.45775,0.209166667
0.4394375,0.20075
0.4215625,0.192583333
0.4041875,0.184666667
0.3874375,0.177
0.3713125,0.169666667
0.355875,0.162583333
0.3411875,0.155916667
0.3273125,0.1495
0.31425,0.143583333
0.067625,0.030916667
0.0563125,0.02575
0.046,0.021
0.036625,0.01675
0.0283125,0.012916667
0.021,0.009583333
0.01475,0.00675
0.0095625,0.004333333
0.0055,0.0025
0.0025625,0.001166667
0.0006875,0.000333333
0,0
0.0004375,0.000166667
0.002,0.000916667
0.004625,0.002083333
0.0084375,0.003833333
0.0133125,0.006083333
0.0193125,0.008833333
0.026375,0.012083333
0.0344375,0.01575
0.0435625,0.019916667
0.0536875,0.0245
0.0646875,0.029583333
0.0766875,0.035083333
0.4795,0.267666667
0.60325,0.276833333
0.3640625,0.18525
0.560625,0.294916667
0.6648125,0.299666667
0.6808125,0.078583333
0.6965,0.320583333
0.7121875,0.32975
0.7394375,0.331666667
